d_pos,d_neg,s_pos,s_neg,hudongdu,comment_count
0.596036732,0.403963298,0.441253871,0.558746099,0.333333333,35
0.534207344,0.465792686,0.563179731,0.436820269,0.323529412,56
0.255469859,0.744530141,0.821126819,0.178873122,0.347826087,19
0.592551231,0.407448739,0.587786913,0.412213057,0.076923077,7
0.667427003,0.332572997,0.38551107,0.614488959,0.206896552,21
0.536599755,0.463400245,0.391411334,0.608588696,0.266666667,25
0.515735805,0.484264195,0.737996876,0.262003213,0.125,20
0.693063974,0.306935996,0.456950098,0.543049872,0.15,40
0.386764467,0.613235533,0.541808248,0.458191752,0.192307692,42
0.736539543,0.263460428,0.776242793,0.223757237,0.170731707,57
0.43231225,0.56768775,0.248146638,0.751853347,0.095238095,21
0.576228499,0.42377153,0.117238365,0.882761598,0.15942029,44
0.635389805,0.364610195,0.307567686,0.692432284,0.380952381,37
0.548171222,0.451828748,0.390706241,0.609293759,0.333333333,86
0.518465757,0.481534243,0.61918962,0.38081041,0.168316832,45
0.369134247,0.630865753,0.421387166,0.578612864,0.148148148,21
0.30194515,0.69805491,0.476970315,0.523029685,0.207792208,32
0.561792374,0.438207686,0.73064357,0.2693564,0.21,43
0.639951229,0.360048771,0.24490793,0.755092084,0.258064516,34
0.77978158,0.220218435,0.57766217,0.42233786,0.266666667,17
0.448163718,0.551836312,0.467666119,0.53233391,0.166666667,16
0.476875365,0.523124635,0.496469587,0.503530383,0.193548387,36
0.627342761,0.37265721,0.378640682,0.621359289,0.375,29
0.462431133,0.537568867,0.744520426,0.255479544,0.104166667,22
0.467971265,0.532028675,0.610441566,0.389558434,0.142857143,10
0.341313988,0.658686042,0.357468218,0.642531753,0.176470588,16
0.54468143,0.45531854,0.490249425,0.509750605,1,23
0.855298698,0.144701257,0.396737993,0.603262007,0.222222222,31
0.516050339,0.483949602,0.380679399,0.619320691,1,51
0.684657097,0.315342814,0.533138037,0.466861993,0.5,21
0.590290189,0.409709841,0.300120503,0.699879587,0.186046512,48
0.743395209,0.25660485,0.580053091,0.419946909,0,20
0.213609606,0.786390424,0.420119703,0.579880297,0.2,48
0.486353934,0.513646007,0.615516126,0.384483844,0,16
0.419497311,0.580502629,0.289943308,0.710056663,1,44
0.396542728,0.603457272,0.362536699,0.637463331,1,51
0.421864986,0.578135014,0.459551573,0.540448427,0.344444444,50
0.348340899,0.651659071,0.503984511,0.496015489,0.315789474,18
0.432944536,0.567055464,0.479027748,0.520972192,0.363636364,34
0.724633515,0.275366545,0.360835016,0.639164984,0.15,26
0.462216139,0.537783861,0.414643764,0.585356236,0.303370787,45
0.372746944,0.627253056,0.800945342,0.199054644,0,18
0.405492932,0.594506979,0.594664037,0.405335933,0.111111111,10
0.284368932,0.715631127,0.655807614,0.344192475,0.236842105,15
0.560092032,0.439907908,0.587557673,0.412442327,0.210526316,30
0.52974242,0.47025761,0.778838813,0.221161216,0.3,48
0.342542768,0.657457173,0.624457717,0.375542223,0.111111111,33
0.627808154,0.372191817,0.521470308,0.478529751,0.19047619,19
0.478103101,0.521896899,0.537842512,0.462157488,0.265306122,24
0.82811141,0.17188856,0.488993585,0.511006355,0.043478261,40
0.561030447,0.438969523,0.437358528,0.562641442,0.16,21
0.419434577,0.580565453,0.900301039,0.099698938,0,11
0.589544773,0.410455287,0.517986298,0.482013732,0.109090909,33
0.540742517,0.459257513,0.421943694,0.578056276,0.216666667,29
0.409252197,0.590747774,0.571040809,0.428959161,0.125,34
0.201121435,0.798878551,0.732087612,0.267912477,0.333333333,37
0.217973962,0.782026052,0.399471134,0.600528836,1,33
0.610135674,0.389864266,0.486039966,0.513960063,0.333333333,17
0.471541584,0.528458476,0.296056122,0.703943908,0.153846154,41
0.78005904,0.219940946,0.306084096,0.693915844,0.166666667,20
0.584383607,0.415616363,0.626738727,0.373261303,1,44
0.899912179,0.100087836,0.647928357,0.352071583,0.1875,35
0.414517522,0.585482478,0.203220725,0.796779275,0.344827586,43
0.362263948,0.637736082,0.417858064,0.582141936,0.275,92
0.538987756,0.461012304,0.833268344,0.16673167,0.4,50
0.483626992,0.516372979,0.614792347,0.385207653,0.269230769,52
0.802315652,0.197684333,0.564971924,0.435028046,1,38
0.537917256,0.462082684,0.551771939,0.448228061,0.222222222,16
0.472789496,0.527210534,0.643209159,0.356790811,0.323529412,56
0.378238171,0.621761858,0.562753618,0.437246412,0.25,31
0.27823326,0.72176677,0.611748695,0.388251215,0.117647059,29
0.460597664,0.539402366,0.230678946,0.769321084,0,28
0.493372887,0.506627083,0.146849588,0.853150368,0.3,70
0.159146413,0.840853631,0.560464084,0.439535975,0.333333333,68
0.704338968,0.295661032,0.572783709,0.427216202,0.083333333,19
0.506729364,0.493270636,0.280011982,0.719988048,0.04,18
0.218794525,0.781205475,0.326762587,0.673237383,1,39
0.496864736,0.503135264,0.445747644,0.554252386,1,89
0.58504039,0.41495961,0.478993386,0.521006644,0.218181818,27
0.303871274,0.696128726,0.35669291,0.64330709,0.666666667,69
0.542969763,0.457030177,0.30722037,0.692779601,1,68
0.541808307,0.458191633,0.76772058,0.232279465,0,28
0.552899778,0.447100133,0.412635475,0.587364495,0.255813953,35
0.364794344,0.635205626,0.456952333,0.543047667,0.2,15
0.400698245,0.599301755,0.320968032,0.679031968,0.269230769,27
